( data_0029 "Kumelwe kuvunyelwane ngesimo esifanayo sezikhala nemisebenzi eyosebenza kulo lonke uphiko." )
( data_0030 "Mhh noma kunjalo kufanele ke ngikhulume naye ngimdonse ngendlebe mayelana nokuqonywa njalo." )
( data_0031 "Umnyango uncamela ukuthi kusetshenziswe usizo lwabo ngaphambi kokuthi umuntu asebenzise abeluleki." )
( data_0032 "Iskimu senza kahle kakhulu ngonyaka wezinkulungwane ezimbili nesishiyagalolunye." )
( data_0033 "Siqoqa iminikelo eyeqa izicelo zenkokhelo nezindleko zazo zonke izinhlobo ngaphandle kohlobo lwe-Oniksi." )
( data_0034 "Into engcono ngukuthi wena ugibele kusasa lokhu okusayo uze lapha eMgungundlovu." )
( data_0035 "Abasizakalayo kulo bakhethwa emphakathini empofu ngokwedlulele." )
( data_0036 "Banikwa umsebenzi wokusika utshani kulowo mhlaba kahulumeni okungakhiwe kuwo isikhathi esiwunyaka owodwa." )
( data_0037 "Bakhokhelwa njengalabo abasohlelweni oluthile." )
( data_0038 "Ukuphekisisa kahle ukudla kuyawabulala amagciwane adala izifo." )
( data_0039 "Ukunikezwa ukuxhaswa kwamaphrojekthi kanye nemisebenzi esemaphandleni kuyinselele enkulu kuhulumeni." )
( data_0040 "Kudingeka ukusebenza ngempumelelo kwabo bonke ababambi qhaza." )
( data_0041 "Makuqinisekwe ukuthi amaphrojekthi kanye nemisebenzi ifinyelela izidingo zabantu abasezingeni eliphansi." )
( data_0042 "Ungizumelani Jobe." )
( data_0043 "Sezikufake umoya wezikhova lezi zingane zakho." )
( data_0044 "Ufuna ukungibamba ngenzani Jobe." )
( data_0045 "ULwesihlanu lolu hhi, ngiyabuza?" )
( data_0046 "Kuneziphakamiso zokuthi zonke izikhungo ezixubile, zibe ngaphansi kwenhlangano ethile." )
( data_0047 "Lezo eziqondene nemboni ezingaphansi kwaleyo nhlangano njengamanje, zedluliselwe eminyangweni efanele neqondene." )
( data_0048 "Siyaphawula ukuthi abasebenzi baveza umbono wokuthi iNgosi kaZwelonke yokulondoloza amabhuku nemibhalo, sengathi ayithathelwa phezulu wuMnyango." )
( data_0049 "Umphathi, ekuceleni kwamalungu esiGungu seziKhalazo noma yiphi ingxenye ngesikhalazo esiziswe ngaphambi kwakhe, angajuba noma ngubani." )
( data_0050 "Lowo muntu aye kulokho okuqhutshwayo, ukuze afakaze, afakwe imibuzo njengofakazi, nganoma yiluphi udaba lwalokho kokuqhutshwayo." )
( data_0051 "Akhiphe noma yiphi incwadi, noma into yakhe, noma engaphansi kwakhe lowo muntu, futhi afakwe imibuzo ngayo." )
( data_0052 "USnyman wathi umnyango usisize kakhulu ekuthini siqinise eyezemfundo neyezamazinyo." )
( data_0053 "Ukwenza isibonelo nje, ukugqugquzela ezempilo ukuthi sisebenzise lesi sikhathi ukuthi siphucule nezenhlalakahle." )
( data_0054 "Sizokwazi kahle kamhlophe ukuthi kubonakala sengathi lolu hlelo lusekele luphinde luqinise lezo nezinye." )
( data_0055 "Lokhu kuhlolwa kuzosiza sibheke lezo zinkinga." )
( data_0056 "Luzodluliselwa nasezikoleni, izinhlelo zezempilo esezivelile, izinhlelo esezikhona, kuphawula umnyango ukuthi uthumele izinto ukuqaphelisiswa ngokushesha." )
( data_0057 "Manje baba njengoba ngicele ukuhlangana nawe, yingoba ngifisa ukuzwa ukuthi ngimi kuphi." )
( data_0058 "Angikwazanga ukuza kuyinhlolo-khono ngephimbo elinokudangala." )
( data_0059 "Bandakanya umfanekiso weSaziso seNhlawulo enikwe lowo osolwa ngecala." )
( data_0060 "Balula isizathu ngezinyathelo ezithathiwe; kanye nobufakazi bokuthunyelwa kwesaziso seNhlawulo kumsolwa." )
( data_0061 "Akulula kangako ukuncintisana nolwazi lomnotho womhlaba." )
( data_0062 "Kuphela kungaba ngaphandle kwamanani aphansi, athembekile kanye natholakala kabanzi kwamaza okuxhumana." )
( data_0063 "Iziboshwa kumele zifunisise kuMphathi weJele uma befuna ukubeka isikhathi sokubonana nezikhulu." )
( data_0064 "Walugxavula sekuthe xhifi enhliziyweni yakhe yilesi senzo sikaThami." )
( data_0065 "Ukuphela konyaka wezimali ngoFebruwari kubanga ubunzima kwezezimali." )
( data_0066 "Kumelwe kutholwe imvume evela eNhlanganweni yezeNtela, ukufakela izitatimende zezimali ngosuku olwehlukile kunolukaFebruwari." )
( data_0067 "Abantu abanjalo bangacela imvume yokufakela imibiko yentela yesikhashana ngokuhambisana nokuphela konyaka wezimali okwamukelekile." )
( data_0068 "Umbhalo ochaza ngohlelo lokucutshungulwa kwamanani empahla esikhumulweni esibheka impahla engenayo nephumayo." )
( data_0069 "Umbhalo ochaza kabanzi ngeNtela eqoqwa kwinzuzo etholakala lapho umuntu esedayisa umuzi wesibili." )
( data_0070 "Umbhalo ochaza ngokucutshungulwa kwamanani ezindlu ezingezona ezokuqala, ngenhloso yokuqoqa iNtela enzuzweni lapho sezidayisa." )
( data_0071 "Inhlangano ethile kuzolindeleka futhi ukuthi ihlole amamaki." )
( data_0072 "Bazobona ukuthi akunamaphutha yini, ukuqinisekisa, ngaphambi kokuthi bawathumele emahhovisi esifunda." )
( data_0073 "Ngamagama alula, ukuthuthukiswa komphakathi kusho imizamo ewusizo kaHulumeni, nemiphakathi yokufunda, nokusebenza ndawonye ekubhekeleni izidingo ezinqala zemiphakathi ngokwenza ubungcono ezimpilweni zabo, ukwenza ngcono ukwethulwa kwezinsiza, nokuveza amathuba angcono emisebenzi." )
( data_0074 "Inhlangano ethile yeluleka ukuthi indlela eyiyo yokuvimbela ukutheleleka ngomkhuhlane wezingulube ukulandela izindlela zokuvimbela ngokukhulu ukucophelela." )
( data_0075 "Noma yikuphi ukuphawula okuvela kwilungu lombuso elinamandla omkhawulo womthetho engxenyeni yomsebenzi okuyisihloko sesicelo." )
( data_0076 "Nanoma yimiphi imihlahlandlela yesicelo." )
( data_0077 "Uma kunengxabano ngesikhathi somshado wobuSulumani, noma ngenxa yawo uqobo, othintekayo kulowo mshado angayidlulisa." )
( data_0078 "Ngaphambili noma ngemuva kokuqala izinyathelo zomthetho ezihlonzwe yisigaba." )
( data_0079 "Ngaphambi kwesinyathelo sesahlulelo senkantolo eMkhandlwini wabaXazululi omiswe ngendlela enqunyiwe." )
( data_0080 "Wazethula-ke uSonny kuXaba wamtshela nokuthi uzwe kuthiwa uthenga lo msebenzi awukhiqizayo." )
( data_0081 "Thola ulwazi kothumela kuye impahla, noma ummeleli walelo lizwe elamukela impahla." )
( data_0082 "Ziyini izimo zokuhlolwa kwezifo zezilwane kulelo lizwe elamukela okuvela kuwe." )
( data_0083 "Izinsolo zokungasetshenziswa ngendlela kwamandla okulalela amacala ngabaholi bendabuko, yilabo abakholelwa ekutheni amadoda kumele aphathe." )
( data_0084 "Abakholelwa ukuthi kuqhubeke kukhishwa inyumbazana abesifazane ezinkantolo zendabuko, nokubophela abesifazane amanqina enyathi enqubweni yasezinkantolo." )
( data_0085 "Sivikele ukungasentshenziswa ngokuyikho kwamandla, nokuqinisekisa ngokukhululeka ukusebenzisa amachweba ngokulinganayo." )
( data_0086 "Ukutholakala kosizo lwamaChweba ukuqaphela nokuthatha izinyathelo ezifanele uma kudingekile, ukuze kuqinisekiswe ukuthi iSigungu seziPhathimandla zamaChweba kuZwelonke, azitholi ukwenzelelwa okungafanele ngaphezu kwezinye izinkampani zezokuthutha." )
( data_0087 "Ukuthi izimali eziqoqwe iziphathimandla zamaChweba, zisentshenziselwa ukuzuzisa nokwenziwa ngcono kwezingqalasizinda zamaChweba, nokuzuzisa abasebenzisi bamaChweba." )
( data_0088 "Uma uzohlangana nenye imoto ngesikhathi ushayela endaweni eyijika ngasohlangothini lwesokunxele, nciphisa izibani zakho zemoto kusenesikhathi." )
( data_0089 "Uma kungenjalo izoshelela nejika bese ixhopha omunye umshayeli." )
( data_0090 "Ngaphezu kwalokhu, uhlelo lomsebenzi lwenhlangano yentuthuko ye-Afrika, nezinkulumo zabaholi bale nhlangano, sekubeke i-Afrika nezinhlelo zayo eziphambili ohlelweni lomsebenzi lomhlaba wonke." )
( data_0091 "Kodwa kusenezinkinga ezinzima ezivumbuka kwezinye izingxenye zomhlaba." )
( data_0092 "Akekho umuntu ozovezela omunye ulwazi alutholile ngenkathi enza imisebenzi ngokulandela lo Mthetho." )
( data_0093 "Noma umthethosisekelo womphakathi wokufuya izilwane, noma umthethosisekelo wesiphathimandla esibhalisayo futhi esiphathelene nebhizinisi." )
( data_0094 "Noma izindaba zomunye umuntu, ngaphandle kwemvume ebhaliwe yomuntu onjalo." )
( data_0095 "Ngaphandle nje uma loku kudingwa yinoma yiyiphi inkantolo yomthetho, noma ngaphansi kwanoma yimuphi umthetho." )
( data_0096 "Uma indiza esebenzisa izinsiza ihamba ebusuku ezindaweni ezithile, umshayeli oqaphile uyoba nemvume efanele yokusebenzisa izinsiza zendiza." )
( data_0097 "Siphezu komsebenzi wokwakha amakhaza amasha." )
( data_0098 "Sikhathazeke kakhulu ngesimo esingesihle samanye amakhaza abengaphansi kwamaphoyisa, ikakhulukazi amakhaza asemgwaqeni othile." )
( data_0099 "Kunezikhali zokuqikelela ukuthi imisebenzi kahulumeni wendawo ididiyelwe nezinye izinhlaka zokuhlela intuthuko." )
( data_0100 "Ezingeni lesifundazwe, kuzwelonke nasemhlabeni jikelele." )
( data_0101 "Ilungelo eligcwele noma elinqunyelwe liyanikezwa ezinhlobeni ezithile zezinhlanzi, yigatsha lenhlangano ethile." )
( data_0102 "Ngokubheka inani elivunyelwe lokudotshwa kwezinhlanzi elinqunywa njalo ngonyaka ngungqongqoshe wegatsha eliphethe izindaba zenhlalo yendawo, nezokuvakasha." )
( data_0103 "Uhlelo lokususwa ezindlini uye kwenye, ukuba lube yisu lokulungisa isimo esifanele lalezi zindlu." )
( data_0104 "Lolu hlelo lwenziwa ngokuhlanganyela ezinkampanini zamabhange, nohulumeni ukuba axhumanise ekusebenziseni uhlelo lokubekwa kabusha, ukuze kulungiswe isimo esifanele sezindlu." )
( data_0105 "Njengoba inkonzo yezisebenzi zikahulumeni izilungiselela inkambiso yokuhlinzeka izinsizakalo ngendlela yama-elekhthronikhi, isidingo sohlobo olwahlukile lokuvikeleka kolwazi enkonzweni yezisebenzi zikahulumeni siba yimpoqo." )
( data_0106 "Umphathi welayisense yokucwenga, akakwazi ukwenza yinoma yimuphi umsebenzi onikezwe imvume yilayisense kunoma yiyiphi indawo." )
( data_0107 "Nisho noma kusendaweni yokusebenzela echazwe yilayisense, noma echazwe yimvume yelayisense ngokulandela isigatshana sesithupha." )
( data_0108 "Oyiphethe akakwazi ukuphatha okusansimbi okuyigugu, kunoma yiyiphi indawo, ngaphandle kwasendaweni yakhe yokusebenzela, noma endaweni echaziwe." )
( data_0109 "Angakuphatha uma ethutha okusansimbi okuyigugu, okungasetshenzisiwe ngokulandela isigaba seshumi nanye." )
( data_0110 "Ngakho, intuthuko yohlelo lwamagama olimi kuyo yonke imikhakha, iyoba semqoka kakhulu idinge ukusebenzisana kwababambe iqhaza." )
( data_0111 "Kufakwe namathimba olimi nezigungu zolimi." )
( data_0112 "isibonelo, izakhiwo ezincane zenhlangano yezolimi ezifana namathimba kazwelonke esayense yezichazimazwi, izigungu zikazwelonke zolimi namakomidi olimi kwizifundazwe." )
( data_0113 "Ikomiti lokuqondisa, lasungulelwa ukubhala umbhalo ozophakamisa inqubo engasetshenziswa ukusungula imboni ezoqhakaza, ikhulise izilimi zaseNingizimu Afrika." )
( data_0114 "Esamile kanjalo kwaqhamuka enye yezimoto ezithutha umphakathi oya edolobheni eKranskop." )
( data_0115 "Uma ofake isicelo ethola inzuzo yokungasebenzi, enqabe noma ale ukuthatha umsebenzi ofanele ngaphandle kwesizathu esizwakalayo." )
( data_0116 "Noma ale ukuyoqeqeshwa noma ukwelashwa, isikhulu sezicelo singanquma ukuthi obefaka imali eSikhwameni angayitholi inzuzo." )
( data_0117 "Kuyoze kuphele isikhathi esingengaphezu kwamasonto ayishumi nantathu." )
( data_0118 "Ukusebenzisa amehlo kuchaza iqhinga lokundiza." )
( data_0119 "Lapho ingxenye ethile noma yonke yenqubo yethuluzi ingaqedwa, kanjalo futhi ukuhlala kwenziwa ngokubuka umzila wendiza." )
( data_0120 "Ngabe wonke umuntu eqenjini sewake wakhuluma yini esidlangalaleni." )
( data_0121 "Buza-ke abaqeqeshwayo ukuthi kungani becabanga ukuthi, ukukhuluma esidlangalaleni, kubalulekile kumakomidi ezigceme?" )
( data_0122 "Kufanele futhi ukuba sizinikele ukuba sizokuzikhandla ukwenyusa izinga lethu lolwazi ngendlela eqhubekayo." )
( data_0123 "Kuzosenza siqhathaniseke ngendlela ephezulu ezweni lethu nakwamanye amazwe." )
( data_0124 "Kuzonikeza nabantu isiqinisegiso sokuthi ukuzithuthukisa ngamakhono akusiyona into yokuchitha isikhathi, kodwa kunembuyiselo." )
( data_0125 "Kufanele basebenzise uhlu lwezihloko kanye nezigaba zolwazi oluphethwe isekela lomsebenzi wolwazi ngalinye." )
( data_0126 "Ukuze bakwazi ukunquma ukuthi yiliphi isekela lomsebenzi wolwazi ongahle kube linerekhodi." )
( data_0127 "Bese bebhala izicelo zabo baziyise kulelo sekela lomsebenzi wolwazi." )
( data_0128 "Isicelo sokuvuselela isitifiketi semvume siyokwenziwa ngokugcwalisa ifomu enqunywe uMqulu." )
( data_0129 "Futhi siphelezelwe yimali efanele njengoba inqunyiwe yiNgxenye yekhulu namashumi ayisishiyagalombili nesikhombisa." )
( data_0130 "Noma yimuphi umuntu obizwe ukuba abe khona ekuhlaleni kweBhodi njengofakazi, noma onikeze ubufakazi ngaphambi kweBhodi." )
( data_0131 "Unelungelo lokucela izindleko ezivelile emalini yomphakathi, ngokwesilinganiso esisebenza kufakazi ecaleni lezakhamuzi enkantolo kamantshi." )
( data_0132 "Inhlangano ethile iyofaka imali kumacebo amasha kuzo zonke izinhlaka zomphakathi, nasembonini ezimele." )
( data_0133 "Kanjalo ezigabeni ezehlukene, okungasukela ekucatshangweni kwecebo, kuze kufike ekwethulweni komkhiqizo emphakathini." )
( data_0134 "Nakuba uyobheka isigaba sokusungulwa kwecebo okunezindleko ezinkulu, nokwemukelwa komkhiqizo wumphakathi lapho usudayisa, ungeniswa noma usatshalaliswa." )
( data_0135 "Uma ofake isicelo esethule kwiNhloko yesiFundazwe ephawulwe kuleli bhuku, iNhloko yesiFundazwe eqondene iyobhala phansi isicelo somlomo." )
( data_0136 "Iyobe isinika ofake isicelo umbhalo ofanayo waleso sicelo." )
( data_0137 "Induna yomkhumbi kufanele iqiniseke ukuthi isikhulu nabasebenzi bomkhumbi basezindaweni zabo, nokuthi baqaphile." )
( data_0138 "Futhi umkhaphi unikezwa lonke usizo ekwenzeni umsebenzi wakhe." )
( data_0139 "Intsha kufanele yephuze ukuya ocansini okokuqala, yenze izinqumo ezenziwe ngokwazi ukuvimbela ukukhulelwa okungadingekile nezifo zegciwane lengculazi." )
( data_0140 "Uzokwenza isiqiniseko sokuthi inqubo yecala yenzeka ngendlela yokuthi ayihlukumezi amalungelo akho okukuphatha ngenhlonipho." )
( data_0141 "Ukubamba isithunzi sakho, nelungelo lakho lokuhlonipha ubuwena nezimfihlo zakho." )
( data_0142 "Lapho umsebenzi ezikhethela yena ukuveza isimo sakhe sokuba negciwane lengculazi kumqashi wakhe, kumbe ozwakabo." )
( data_0143 "Lolu lwazi alufanele bese lusakazwa lutshelwa nabanye, ngaphandle kwemvume yomninilo futhi ebhalwe phansi." )
( data_0144 "Umfundi ofuna ukungena esikoleni okokuqala ngqa ekuqaleni konyaka wesikole, kufanele abhalise kuso." )
( data_0145 "Ukwenza ekuqaleni kuka-Agasti kuya ekupheleni kuka-Septhemba, wonyaka wangaphambili kokuqala kwakhe esikoleni." )
( data_0146 "Uma kukhona into engingayiqondisisi kumbe engifuna ukuyibuza, uLouis nguye oya kudokotela ayongibuzela angisize nangayo yonke indlela." )
( data_0147 "Imithethonkambiso okukhululnywa ngayo kulesi sigaba ingamisa amacala kanye nokuhlawulisa inhlawulo, noma ukugcinwa ejele isikhathi esingeke saba ngaphezulu kwezinyanga eziyisithupha, noma kokubili inhlawulo nokugcinwa ejele." )
( data_0148 "Uma ushayela inhlangano yezempilo, ungalindela ukuqondiswa okunolwazi kokuthi ungaya nini ekhemisi ukuze uthole imithi." )
( data_0149 "Leyo oyithenga ngaphandle kwemvume kadokotela, uma udinga iseluleko sikadokotela, noma uma kumele ungeniswe esibhedlela ngokushesha." )
( data_0150 "Incwadi kumele ibe wubufakazi bokuthi ukufanele ukubhalisela noma ukubamba iqhaza ohlelweni." )
( data_0151 "Futhi kumele kukhombise ukuthi inhlangano, noma umndeni uzobhekana nawe ngesikhathi uhlezi eNingizimu Afrika." )
( data_0152 "Ngale kokunciphisa amandla okukhulunywa ngawo, kusigatshana sokuqala, inkampani iyakuba namandla okuba ikhokhelwe imali kweminye imithombo." )
( data_0153 "Lokhu kungale kwezintela, inkokhelo okumbandakanya noma kungesilokhu kuphela, amandla okuphoqa ukuba kulandelwe isivumelwano." )
( data_0154 "Leso esimayelana nalokho kwenza izindlela zokuthola imali, ukuboleka imali kuyokwenziwa ngokulandela isigaba samashumi ayisithupha nesithupha." )
( data_0155 "Yisigaba soMthetho wokuphathwa kwezimali zoMbuso." )
( data_0156 "Anibheke nje kodwa bafowethu, ngasho ngikhomba inhlabaluhide yomugqa wezalukazi namakhehla, alinde ukuhola imali yawo yempesheni yanyanga zonke." )
( data_0157 "Siyethemba kulokhu ukuthi le yimizamo yomphakathi wamazwe omhlaba evuselelwe kabusha, yokuthola isixazululo sesikhathi eside sale ngxabano." )
( data_0158 "Izothela izithelo, ukuze abantu bakwa-Israyeli namaPhalestina bezokwazi ukuphila ngokuthula nokuvikeleka." )
( data_0159 "Njengomakhelwane ezindaweni ezizimele." )
( data_0160 "Iphothfoliyo iqoqomibhalo, iyindlela yokuhlola enikeza bobabili umfundi nothisha amathuba okubheka umsebenzi owenzelwe." )
( data_0161 "Imisebenzi yokuhlola eminingana." )
( data_0162 "Inhlangano ethile inganika umyalo wokwenza kuphela ifuna ukuqinisekisa ukulandelwa kwesibopho esinikwe umkhumbi olawulwa kwelinye izwe." )
( data_0163 "Ngaphansi kwale mithethonkambiso, noma mayelana nezinyathelo ezithile ezenza ngcono ezokuvikela olwandle." )
( data_0164 "Njengoba kubekiwe kwesinye iSahluko." )
( data_0165 "Isiyingi sezinsuku zekhefu lokugula sibalwa ngokuthatha izinsuku ezinhlanu, ziphindwe kasithupha." )
( data_0166 "Kube sekutholakala izinsuku ezingamashumi amathathu esikhathini seminyaka emithathu." )
( data_0167 "Uma oshonile wayengumyeni oshade abafazi abaningi, kuphila abafazi abangaphezu koyedwa, inani lefa lingaphansi kwamaRandi ayikhulu namashumi amabili nanhlanu ezinkulungwane." )
( data_0168 "Abalingani abaphilayo bazakuhlukaniselana inani elisele ngokulinganayo ngaphakathi kwabo." )
( data_0169 "Bangafaki izingane kanye namanye amalungu omndeni." )
( data_0170 "Ukubonelelwa kwesicelo sakho kuqala ngosuku ofakela ngalo isicelo sakho sokusekelwa kwabantu abahluphekile." )
( data_0171 "Isicelo sakho sizohlolwa ebese kwenziwa isinqumo sokuthi ngabe ukufanele yini ukuthola izinkonzo zesisekelo zamahhla noma cha." )
( data_0172 "Ikomidi likahulumeni noma elinye lamakomidi angemukela amaphethishini, izethulo noma izincwadi zezethulo." )
( data_0173 "Lezi ziqhamuka kunoma ngobani noma izikhungo ezinentshisekelo." )
( data_0174 "Sesizokwazi manje ukusheshisa uhlelo lwethu lokubhekana ngqo nokuqedwa kwemijondolo." )
( data_0175 "Kanye nokwakhela abantu izindlu ezindaweni zasemakhaya ezifana nalapha, sibuyise nesithunzi sabantu bakithi emahhostela." )
( data_0176 "Sekube khona ukudideka okukhulu ngamagama emithi ikakhulukazi esikhathini esedlule." )
( data_0177 "Ikakhulukazi ngamagama ezinto okuyizona ezisebenzayo emithini leyo." )
( data_0178 "Yinoma imuphi umfanekiso noma isitatimende esikhiqizwe kabusha, sase siqinisekiswa uKhomishini ofungisayo, ukuthi singumfanekiso woqobo." )
( data_0179 "Noma yiwona ngqo umkhiqizo waleso esiyiso ngqo." )
( data_0180 "Umnikazi wemoto okuthwelwe ngayo umuntu, uthathwa ngokuthi uye obethwele lowo muntu ngesikhathi athwalwe ngaso." )
( data_0181 "Ngaphandle uma kutholakala ukuthi ngaleso sikhathi ubengesiyena umshayeli waleyo moto." )
( data_0182 "Futhi akazange akuvumele ukusetshenziswa kwaleyo moto ukuthi ihambise umuntu." )
( data_0183 "Uma kungathi ilungu loMbutho oseMbuthweni Osebenza Ngokuphelele, linikezwe imvume yokuqala umsebenzi oweHlukile ngenkathi liqashwe eMbuthweni wezokuVikela." )
( data_0184 "Izintshisekelo zoMbuso ziza ngaphambili uma kuvela ukungqubuzana phakathi koMbuso wezokuVikela nomunye umsebenzi owenziwa oseceleni." )
( data_0185 "Futhi ilungu elithintekayo kufanele lesule emsebenzini." )
( data_0186 "Noma lisuke esikhundleni salo okwesikhashana emsebenzini walo omunye, uma liyalelwa ukuba lenze kanjalo nguMbutho wezokuVikela." )
( data_0187 "Noma imuphi umuntu onesikhalo sanoma imuphi umyalo owenziwe inkantolo yokulingana, njengokuyalela kwayo." )
( data_0188 "Noma ngaphansi kwalo Mthetho, angawedlulisa lowo myalo obhekene nayo eNkantolo ePhakeme enesikhundla samandla omthetho." )
( data_0189 "Noma kwinkantolo ePhakeme yokweDlulisa, kuye ngesimo." )
( data_0190 "ISigungu seziPhathimandla kufanele sihlanganyele neziphathimandla okudingeka zenze le misebenzi eChwebeni." )
( data_0191 "Ukungena kwabantu abangezona izakhamuzi zaleli zwe, imali yokuthelela impahla ephumayo noma engenayo ezweni." )
( data_0192 "Ukugcinwa komthetho, futhi kufanele banike lezikhulu zonke izinto zokusebenza, ngokuhambisana nesinxephezelo, okungavunyelwana ngaso." )
( data_0193 "Phakathi kweSigungu seziPhathmandla naleso siphathimandla soMbuso esithintekayo." )
( data_0194 "Uma behluleka ukufinyelela esivumelwaneni, uNgqongqoshe nguyena oyakumisa isinxephezelo." )
( data_0195 "Umfundi lapha uzokwazi ukuthi afunde abuye abheke okuthile emibhalweni, ukuze athole ulwazi noma-ke efundela nje ukuzijabulisa." )
( data_0196 "Lokhu kuzomenza ukuthi aqale ukubona ubuhle amasiko kanye nemizwa ngalokho okubalulekile okusemqoka." )
( data_0197 "Enye into eyinselelo kakhulu yilena yezifo ezithathelwanayo, ikakhulukazi igciwane lesandulela ngculazi nesifo sengculazi uqobo." )
( data_0198 "Okuyinto eyande kakhulu kithi ngenxa yesimo sobuphofu, nokungabi nezindawo zokuhlala ezamukelelkile." )
( data_0199 "Ilayisense enikezwe ngokulandela uMthetho, inikeza onelayisense amandla ukuthi awasebenzise, enze imisebenzi ekulayisense kanye nakulo Mthetho." )
( data_0200 "Ngakhoke akekho onelayisense ongadlulisa noma enzise abanye nanoma yimaphi amandla noma umsebenzi." )
( data_0201 "Kunoma yimuphi umuntu ngaphambi kwemvume yoMlinganisi." )
( data_0202 "Ukuxazulula amaphuzu abalulekile aqondene nentsha nabantu besifazane." )
( data_0203 "Kuwona onke amazinga okubuswa kwendawo ngokusebenzisa izinhlaka zomphakathi ezilhlekile." )
( data_0204 "Isinyathelo sokuqala sokuthola isisindo sakho esifanele, kungaba ukuqonda ukukalwa kwamafutha omzimba okugxile ebudeni nasesisindweni." )
( data_0205 "Wayefuna nje athi efika umshana naye abe engena indlela elibangise kuSkheshe." )
( data_0206 "Kusho izibalo ezikhombisa isimo sokuthi bangaki abantu abadala abangenayo imfundo eyisisekelo." )
( data_0207 "Nanoma yimuphi umsebenzi osunikezwe imali ngesinye isikimu sikahulumeni, noma isikhungo esiyingxenye kahulumeni." )
( data_0208 "Noma othola noma yikuphi ukwesekwa ngezimali, kunoma yimuphi omunye umuntu ngaphandle kwebhizinisi." )
( data_0209 "Bangichazela ukuthi, ukuba negciwane lesandulela-ngculazi nokungathathi imithi yokulidambisa, uma kunesidingo." )
( data_0210 "Lokhu kufana nokushiya iminyango namawindi ekhaya lakho kuvuliwe ube wazi ukuthi izigebengu ziyeza." )
